"C_HLEVEL";"C_FULLNAME";"C_NAME";"C_SYNONYM_CD";"C_VISUALATTRIBUTES";"C_TOTALNUM";"C_BASECODE";"C_METADATAXML";"C_FACTTABLECOLUMN";"C_TABLENAME";"C_COLUMNNAME";"C_COLUMNDATATYPE";"C_OPERATOR";"C_DIMCODE";"C_COMMENT";"C_TOOLTIP";"M_APPLIED_PATH";"UPDATE_DATE";"DOWNLOAD_DATE";"IMPORT_DATE";"SOURCESYSTEM_CD";"VALUETYPE_CD";"M_EXCLUSION_CD";"C_PATH";"C_SYMBOL";"HPDS_PATH"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP43135-0\718-7\";"Hemoglobin";"";"";"";"LOINC:718-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP43135-0\718-7\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hemoglobin\Hemoglobin";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hemoglobin\Hemoglobin"
"4";"\ACT\Labs\LP31756-7\LP30786-5\LP45040-0\";"Hematocrit";"";"";"";"LOINC:LP45040-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP45040-0\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hematocrit";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hematocrit"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP45040-0\20570-8\";"Hematocrit";"";"";"";"LOINC:20570-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP45040-0\20570-8\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hematocrit\Hematocrit";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hematocrit\Hematocrit"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP45040-0\4544-3\";"Hematocrit by Automated count";"";"";"";"LOINC:4544-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP45040-0\4544-3\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hematocrit\Hematocrit by Automated count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hematocrit\Hematocrit by Automated count"
"1";"\ACT\Labs\";"Lab Test Results";"N";"CA ";"";"";"";"concept_cd";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\";"";"\Lab Test Results";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results"
"2";"\ACT\Labs\LP14855-8\";"Virus";"N";"FA ";"";"LOINC:LP14855-8";"";"concept_cd";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\";"";"\Lab Test Results\Virus";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus"
"3";"\ACT\Labs\LP14855-8\LP14306-2\";"Hepatitis B virus";"N";"FA ";"";"LOINC:LP14306-2";"";"concept_cd";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\";"";"\Lab Test Results\Virus\Hepatitis B virus";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus"
"4";"\ACT\Labs\LP14855-8\LP14306-2\LP41149-3\";"Hepatitis B virus surface Ab";"N";"FA ";"";"LOINC:LP41149-3";"";"concept_cd";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP41149-3\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ab";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ab"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\63557-3\";"Hepatitis B virus surface Ag [Units/Volume] in Serum by Immunoassay";"";"";"";"LOINC:63557-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\63557-3\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag\Hepatitis B virus surface Ag [Units/Volume] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag\Hepatitis B virus surface Ag [Units/Volume] in Serum by Immunoassay"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\65633-0\";"Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Confirmatory method";"";"";"";"LOINC:65633-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\65633-0\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag\Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Confirmatory ";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag\Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Confirmatory method"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\70154-0\";"Hepatitis B virus surface Ag [Neutralization] in Serum or Plasma by Confirmatory method";"";"";"";"LOINC:70154-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\70154-0\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag\Hepatitis B virus surface Ag [Neutralization] in Serum or Plasma by Confirm";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag\Hepatitis B virus surface Ag [Neutralization] in Serum or Plasma by Confirmatory method"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\7905-3\";"Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Neutralization test";"";"";"";"LOINC:7905-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\7905-3\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag\Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Neutralizatio";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag\Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Neutralization test"
"4";"\ACT\Labs\LP14855-8\LP14306-2\LP66853-0\";"Hepatitis B virus core";"";"";"";"LOINC:LP66853-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP66853-0\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP66853-0\51914-0\";"Hepatitis B virus core [Presence] in Serum";"";"";"";"LOINC:51914-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP66853-0\51914-0\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core\Hepatitis B virus core [Presence] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core\Hepatitis B virus core [Presence] in Serum"
"3";"\ACT\Labs\LP14855-8\LP14400-3\";"Hepatitis C virus";"";"";"";"LOINC:LP14400-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14400-3\";"";"\Lab Test Results\Virus\Hepatitis C virus";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus"
"5";"\ACT\Labs\LP14855-8\LP14400-3\LP38332-0\16128-1\";"Hepatitis C virus Ab [Presence] in Serum";"";"";"";"LOINC:16128-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14400-3\LP38332-0\16128-1\";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus Ab [Presence] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus Ab [Presence] in Serum"
"4";"\ACT\Labs\LP14855-8\LP14400-3\LP40983-6\";"Hepatitis C virus RNA";"";"";"0";"LOINC:LP40983-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14400-3\LP40983-6\";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus RNA";"@";"";"2015-05-07";"2015-05-07";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus RNA"
"5";"\ACT\Labs\LP14855-8\LP14400-3\LP40983-6\10676-5\";"Hepatitis C virus RNA [Units/volume] by Probe with amplification IU/mL";"";"";"0";"LOINC:10676-5";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14400-3\LP40983-6\10676-5\";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus RNA\Hepatitis C virus RNA [Units/volume] by Probe with amplification IU/mL";"@";"";"2015-05-07";"2015-05-07";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus RNA\Hepatitis C virus RNA [Units/volume] by Probe with amplification IU/mL"
"5";"\ACT\Labs\LP14855-8\LP14400-3\LP40983-6\11011-4\";"Hepatitis C virus RNA [Units/volume] by Probe and target amplification Thous IU/mL";"";"";"0";"LOINC:11011-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14400-3\LP40983-6\11011-4\";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus RNA\Hepatitis C virus RNA [Units/volume] by Probe and target amplification Thou";"@";"";"2015-05-07";"2015-05-07";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus RNA\Hepatitis C virus RNA [Units/volume] by Probe and target amplification Thous IU/mL"
"5";"\ACT\Labs\LP14855-8\LP14400-3\LP40983-6\11259-9\";"Hepatitis C virus RNA [Presence] by Probe and target amplification";"";"";"0";"LOINC:11259-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14400-3\LP40983-6\11259-9\";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus RNA\Hepatitis C virus RNA [Presence] by Probe and target amplification";"@";"";"2015-05-07";"2015-05-07";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus RNA\Hepatitis C virus RNA [Presence] by Probe and target amplification"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP48349-2\26485-3\";"Monocytes/100 leukocytes";"";"";"";"LOINC:26485-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP48349-2\26485-3\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Monocytes\Monocytes/100 leukocytes";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Monocytes\Monocytes/100 leukocytes"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP48349-2\5905-5\";"Monocytes/100 leukocytes by Automated count";"";"";"";"LOINC:5905-5";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP48349-2\5905-5\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Monocytes\Monocytes/100 leukocytes by Automated count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Monocytes\Monocytes/100 leukocytes by Automated count"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP48349-2\742-7\";"Monocytes by Automated count";"";"";"";"LOINC:742-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP48349-2\742-7\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Monocytes\Monocytes by Automated count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Monocytes\Monocytes by Automated count"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP48349-2\743-5\";"Monocytes by Manual count";"";"";"";"LOINC:743-5";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP48349-2\743-5\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Monocytes\Monocytes by Manual count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Monocytes\Monocytes by Manual count"
"4";"\ACT\Labs\LP40271-6\LP19403-2\LP41307-7\";"Urea nitrogen";"";"";"";"LOINC:LP41307-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP41307-7\";"";"\Lab Test Results\Chemistry\Electrolytes\Urea nitrogen";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Urea nitrogen"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP41307-7\3094-0\";"Urea nitrogen in Serum or Plasma";"";"";"";"LOINC:3094-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP41307-7\3094-0\";"";"\Lab Test Results\Chemistry\Electrolytes\Urea nitrogen\Urea nitrogen in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Urea nitrogen\Urea nitrogen in Serum or Plasma"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP41307-7\6299-2\";"Urea nitrogen in Blood";"";"";"";"LOINC:6299-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP41307-7\6299-2\";"";"\Lab Test Results\Chemistry\Electrolytes\Urea nitrogen\Urea nitrogen in Blood";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Urea nitrogen\Urea nitrogen in Blood"
"4";"\ACT\Labs\LP40271-6\LP19403-2\LP42107-0\";"Glucose";"";"";"";"LOINC:LP42107-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP42107-0\";"";"\Lab Test Results\Chemistry\Electrolytes\Glucose";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Glucose"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP42107-0\2339-0\";"Glucose in Blood";"";"";"";"LOINC:2339-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP42107-0\2339-0\";"";"\Lab Test Results\Chemistry\Electrolytes\Glucose\Glucose in Blood";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Glucose\Glucose in Blood"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP42107-0\2345-7\";"Glucose in Serum or Plasma";"";"";"";"LOINC:2345-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP42107-0\2345-7\";"";"\Lab Test Results\Chemistry\Electrolytes\Glucose\Glucose in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Glucose\Glucose in Serum or Plasma"
"4";"\ACT\Labs\LP40271-6\LP19403-2\LP42189-8\";"Potassium";"";"";"";"LOINC:LP42189-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP42189-8\";"";"\Lab Test Results\Chemistry\Electrolytes\Potassium";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Potassium"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP42189-8\2823-3\";"Potassium in Serum or Plasma";"";"";"";"LOINC:2823-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP42189-8\2823-3\";"";"\Lab Test Results\Chemistry\Electrolytes\Potassium\Potassium in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Potassium\Potassium in Serum or Plasma"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP42189-8\6298-4\";"Potassium in Blood";"";"";"";"LOINC:6298-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP42189-8\6298-4\";"";"\Lab Test Results\Chemistry\Electrolytes\Potassium\Potassium in Blood";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Potassium\Potassium in Blood"
"4";"\ACT\Labs\LP40271-6\LP19403-2\LP42656-6 \";"Calcium";"";"";"";"LOINC:LP42656-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP42656-6 \";"";"\Lab Test Results\Chemistry\Electrolytes\Calcium";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Calcium"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP42656-6 \17861-6\";"Calcium in Serum or Plasma";"";"";"";"LOINC:17861-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP42656-6 \17861-6\";"";"\Lab Test Results\Chemistry\Electrolytes\Calcium\Calcium in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Calcium\Calcium in Serum or Plasma"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP42656-6 \49765-1\";"Calcium in Blood";"";"";"";"LOINC:49765-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP42656-6 \49765-1\";"";"\Lab Test Results\Chemistry\Electrolytes\Calcium\Calcium in Blood";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Calcium\Calcium in Blood"
"4";"\ACT\Labs\LP40271-6\LP19403-2\LP43710-0\";"Phosphate";"";"";"";"LOINC:LP43710-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP43710-0\";"";"\Lab Test Results\Chemistry\Electrolytes\Phosphate";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Phosphate"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP43710-0\2774-8\";"Phosphate in Blood";"";"";"";"LOINC:2774-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP43710-0\2774-8\";"";"\Lab Test Results\Chemistry\Electrolytes\Phosphate\Phosphate in Blood";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Phosphate\Phosphate in Blood"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP43710-0\2777-1\";"Phosphate in Serum or Plasma";"";"";"";"LOINC:2777-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP43710-0\2777-1\";"";"\Lab Test Results\Chemistry\Electrolytes\Phosphate\Phosphate in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Phosphate\Phosphate in Serum or Plasma"
"4";"\ACT\Labs\LP40271-6\LP19403-2\LP43752-2\";"Urate";"";"";"";"LOINC:LP43752-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP43752-2\";"";"\Lab Test Results\Chemistry\Electrolytes\Urate";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Urate"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP43752-2\3084-1\";"Urate in Serum or Plasma";"";"";"";"LOINC:3084-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP43752-2\3084-1\";"";"\Lab Test Results\Chemistry\Electrolytes\Urate\Urate in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Urate\Urate in Serum or Plasma"
"4";"\ACT\Labs\LP40271-6\LP19403-2\LP46218-1\";"Bicarbonate";"";"";"";"LOINC:LP46218-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP46218-1\";"";"\Lab Test Results\Chemistry\Electrolytes\Bicarbonate";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Bicarbonate"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP46218-1\1959-6\";"Bicarbonate in Blood";"";"";"";"LOINC:1959-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP46218-1\1959-6\";"";"\Lab Test Results\Chemistry\Electrolytes\Bicarbonate\Bicarbonate in Blood";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Bicarbonate\Bicarbonate in Blood"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP46218-1\1962-0\";"Bicarbonate in Plasma";"";"";"";"LOINC:1962-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP46218-1\1962-0\";"";"\Lab Test Results\Chemistry\Electrolytes\Bicarbonate\Bicarbonate in Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Bicarbonate\Bicarbonate in Plasma"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP46218-1\1963-8\";"Bicarbonate in Serum";"";"";"";"LOINC:1963-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP46218-1\1963-8\";"";"\Lab Test Results\Chemistry\Electrolytes\Bicarbonate\Bicarbonate in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Bicarbonate\Bicarbonate in Serum"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP46218-1\2028-9\";"Carbon dioxide in Serum or Plasma";"";"";"";"LOINC:2028-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP46218-1\2028-9\";"";"\Lab Test Results\Chemistry\Electrolytes\Bicarbonate\Carbon dioxide in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Bicarbonate\Carbon dioxide in Serum or Plasma"
"4";"\ACT\Labs\LP40271-6\LP19403-2\LP46433-6\";"Chloride";"";"";"";"LOINC:LP46433-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP46433-6\";"";"\Lab Test Results\Chemistry\Electrolytes\Chloride";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Chloride"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP46433-6\2069-3\";"Chloride in Blood";"";"";"";"LOINC:2069-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP46433-6\2069-3\";"";"\Lab Test Results\Chemistry\Electrolytes\Chloride\Chloride in Blood";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Chloride\Chloride in Blood"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP46433-6\2075-0\";"Chloride in Serum or Plasma";"";"";"";"LOINC:2075-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP46433-6\2075-0\";"";"\Lab Test Results\Chemistry\Electrolytes\Chloride\Chloride in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Chloride\Chloride in Serum or Plasma"
"4";"\ACT\Labs\LP40271-6\LP19403-2\LP48861-6\";"Sodium";"";"";"";"LOINC:LP48861-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP48861-6\";"";"\Lab Test Results\Chemistry\Electrolytes\Sodium";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Sodium"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP48861-6\2947-0\";"Sodium in Blood";"";"";"";"LOINC:2947-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP48861-6\2947-0\";"";"\Lab Test Results\Chemistry\Electrolytes\Sodium\Sodium in Blood";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Sodium\Sodium in Blood"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP48861-6\2951-2\";"Sodium in Serum or Plasma";"";"";"";"LOINC:2951-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP48861-6\2951-2\";"";"\Lab Test Results\Chemistry\Electrolytes\Sodium\Sodium in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Sodium\Sodium in Serum or Plasma"
"3";"\ACT\Labs\LP40271-6\LP31392-1\";"Enzymes";"";"";"";"LOINC:LP31392-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\";"";"\Lab Test Results\Chemistry\Enzymes";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes"
"4";"\ACT\Labs\LP40271-6\LP31392-1\LP43656-5\";"LDH";"";"";"";"LOINC:LP43656-5";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\LP43656-5\";"";"\Lab Test Results\Chemistry\Enzymes\LDH";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes\LDH"
"5";"\ACT\Labs\LP40271-6\LP31392-1\LP43656-5\14804-9\";"LDH in Serum or Plasma by Lactate to pyruvate reaction";"";"";"";"LOINC:14804-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\LP43656-5\14804-9\";"";"\Lab Test Results\Chemistry\Enzymes\LDH\LDH in Serum or Plasma by Lactate to pyruvate reaction";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes\LDH\LDH in Serum or Plasma by Lactate to pyruvate reaction"
"5";"\ACT\Labs\LP40271-6\LP31392-1\LP43656-5\14805-6\";"LDH in Serum or Plasma by Pyruvate to lactate reaction";"";"";"";"LOINC:14805-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP31392-1\LP43656-5\14805-6\";"";"\Lab Test Results\Chemistry\Enzymes\LDH\LDH in Serum or Plasma by Pyruvate to lactate reaction";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Enzymes\LDH\LDH in Serum or Plasma by Pyruvate to lactate reaction"
